profile_id_dummy,education_institute,degree_name,start_year_degree,end_year_degree,profile_category,degree_bachelor,degree_master,degree_doctorate,degree_mba,education_degree_all,major_type
DataScience_78,Bangor University,"bsc, mathematics",1994,1997,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_78,University of Strathclyde,"phd, mathematical biology",1998,2001,DataScience,,,phd,,None#None#None#phd,STEM (Non-Engineering)
DataScience_78,Loughborough University,"msc, mathematical modelling for industry",1997,1998,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_79,University of Washington,"doctor of philosophy (ph.d.), finance, general",2010,2015,DataScience,,,phd,,None#None#None#phd,Other
DataScience_79,University of Washington,"mba, finance, general",2009,2010,DataScience,,,,mba,None#None#mba#None,Business / Economics
DataScience_79,University of Washington - Michael G. Foster School of Business,"master of science (m.sc.), finance, general",2011,2014,DataScience,,master,,,None#master#None#None,Other
DataScience_80,North Carolina State University,"doctor of philosophy - phd, major: ise, minor:  statistics and computer science (interdisciplinarity)",2017,2017,DataScience,,,phd,,None#None#None#phd,STEM (Non-Engineering)
DataScience_81,Rice University,"master's degree, statistics",2017,2019,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_81,Shanghai University of International Business and Economics,"bachelor of science - bs, applied statistics",2013,2017,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_82,California State Polytechnic University-Pomona,"bachelors of science, mechanical engineering",1900,1900,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_82,University of Wisconsin-Madison,"master of science (msc), manufacturing systems engineering",1900,1900,DataScience,,master,,,None#master#None#None,Engineering
DataScience_83,Esade,exchange program,2013,2013,DataScience,,,,,None#None#None#None,Other
DataScience_83,University of Illinois Urbana-Champaign,"master's degree, data science and analytics",2018,2020,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_83,Tongji University,"bachelor's degree, engineering/industrial management",2010,2014,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_84,Flatiron School,data science,1900,1900,DataScience,,,,,None#None#None#None,STEM (Non-Engineering)
DataScience_84,Purdue University,"bachelor of science - bs, analytics",1900,1900,DataScience,bachelor,,,,bachelor#None#None#None,Other
DataScience_85,Nova Southeastern University,"doctor of philosophy (phd), natural language processing",1900,1900,DataScience,,,phd,,None#None#None#phd,Other
DataScience_85,Indira Gandhi National Open University,"mba, operations research",1900,1900,DataScience,,,,mba,None#None#mba#None,Business / Economics
DataScience_85,Manonmaniam Sundaranar University,"master of computer applications - mca, computational and applied mathematics",1900,1900,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_87,Stony Brook University,"bachelor of science (bs), applied mathematics and statistics; economics",2014,2017,DataScience,bachelor,,,,bachelor#None#None#None,Business / Economics
DataScience_87,Columbia University,"master's degree, statistics",2017,2019,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_88,Udacity,machine learning engineer nanodegree,2020,2020,DataScience,,,,,None#None#None#None,Engineering
DataScience_88,The University of Texas at Dallas,"master of science - ms, business analytics",2018,2020,DataScience,,master,,,None#master#None#None,Business / Economics
DataScience_88,G H Patel College of Engineering & Technology,"bachelor of engineering - be, electronics and communication",2009,2013,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_89,"Indian Institute of Management, Indore","master of business administration (m.b.a.), marketing",2013,2014,DataScience,,master,,mba,None#master#mba#None,Business / Economics
DataScience_89,"IIEST, Shibpur","bachelor of engineering (b.e.), mining and mineral engineering",2004,2007,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_89,Texas McCombs School of Business,advanced business analytics,2014,2014,DataScience,,,,,None#None#None#None,Business / Economics
DataScience_90,fast.ai,deep learning,2017,2018,DataScience,,,,,None#None#None#None,Other
DataScience_90,National Institute of Technology Warangal,"bachelor's degree, electrical and electronics engineering",2008,2012,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_91,Columbia University,"ms, data science",2018,2019,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_91,Banasthali Vidyapith,bachelor of computer applications,2009,2012,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_91,Jawaharlal Nehru University,"master of computer applications (mca), computer science",2012,2015,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_92,"DAV Group of Schools (TNAES), Chennai","primary to higher secondary, science (biology)",2003,2013,DataScience,,,,,None#None#None#None,Business / Economics
DataScience_92,The University of Texas at Dallas,"master of science - ms, management information systems, general",2019,2021,DataScience,,master,,,None#master#None#None,Other
DataScience_92,Anna University,"bachelor's degree, electrical and electronics engineering",2013,2017,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_93,"University of California, Davis","doctor of philosophy (ph.d.), biostatistics",2012,2017,DataScience,,,phd,,None#None#None#phd,STEM (Non-Engineering)
DataScience_93,California State University Channel Islands,"bachelor's degree, mathematics",2008,2010,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_94,Pontifícia Universidade Católica do Rio de Janeiro,"graduate, business administration and management, general",1994,1997,DataScience,,,,,None#None#None#None,Business / Economics
DataScience_94,Pontifícia Universidade Católica do Rio de Janeiro,"master of science, business administration",2004,2006,DataScience,,master,,,None#master#None#None,Business / Economics
DataScience_94,Ibmec,"master of business administration (mba), banking, corporate, finance, and securities law",1998,2000,DataScience,,master,,mba,None#master#mba#None,Business / Economics
DataScience_95,University of Illinois Springfield,"master of science (ms), management information systems (mis)",2011,2012,DataScience,,master,,,None#master#None#None,Other
DataScience_95,The Institution of Engineers India,"bachelor’s degree, numerical programming and fortran",1992,1996,DataScience,bachelor,,,,bachelor#None#None#None,Other
DataScience_96,New York University,"master of science (m.s.), data science",2014,2016,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_96,Brandeis University,"bachelor of arts (b.a.), economics and mathematics",2010,2014,DataScience,bachelor,,,,bachelor#None#None#None,Business / Economics
DataScience_97,"Indian Institute of Technology, Indore","bachelor of technology (b.tech.), electrical engineering",2010,2014,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_97,University of Cincinnati Carl H. Lindner College of Business,"master of science - ms, business analytics",2017,2018,DataScience,,master,,,None#master#None#None,Business / Economics
DataScience_98,careers for Thrikkakkara,"bachelor of technology (b.tech.), electronics and communications engineering",2006,2010,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_98,University of Connecticut School of Business,"master of science (ms), business analytics and project management",2017,2018,DataScience,,master,,,None#master#None#None,Business / Economics
DataScience_99,George Mason University,"masters in data analytics engineering, data science",2016,2018,DataScience,,master,,,None#master#None#None,Engineering
DataScience_99,"University of Engineering and Technology, Taxila","bachelor of science (b.s.), computer science",2012,2016,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_100,"Indian Institute of Technology, Bombay","bachelor of technology (btech), computer science and engineering",2009,2013,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_101,"Indian Institute of Technology, Roorkee","bachelor of technology (b.tech.), chemical engineering",2003,2007,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_101,Oklahoma State University,"masters degree, business analytics and data sciences",1900,1900,DataScience,,master,,,None#master#None#None,Business / Economics
DataScience_102,Bal Bharati Public School,"12th grade, science",1990,1997,DataScience,,,,,None#None#None#None,Other
DataScience_102,"Indian Institute of Technology, Kanpur","b. tech., chemical engineering",1998,2002,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_102,University of Florida,"ph.d., chemical engineering",2002,2007,DataScience,,,phd,,None#None#None#phd,Engineering
DataScience_103,Electrical and computer Engineering,"doctor of philosophy (phd), deep learning",2018,2022,DataScience,,,phd,,None#None#None#phd,Other
DataScience_103,Addis Ababa University,"master of science (m.s.), mathematics (combinatorics)",2009,2012,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_103,Oklahoma State University,"master of science (m.s.), electrical and computer engineering",2014,2016,DataScience,,master,,,None#master#None#None,Engineering
DataScience_104,The George Washington University,"ms, computer science",2001,2003,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_104,The George Washington University,"ma, physics",1999,2001,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_104,Shanghai Jiao Tong University,"bs, applied physics",1988,1992,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_105,Stanford University,"graduate certificate in data mining (high honours), statistics",1900,1900,DataScience,,,,,None#None#None#None,STEM (Non-Engineering)
DataScience_105,University of Vermont,"doctor of philosophy (ph.d.) (abd), mechanical engineering",1900,1900,DataScience,,,phd,,None#None#None#phd,Engineering
DataScience_105,The Johns Hopkins University,"master of science (m.s.) with honors, data science",1900,1900,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_106,University at Buffalo,"ph.d., chemical and biological engineering",2001,2008,DataScience,,,phd,,None#None#None#phd,Engineering
DataScience_106,Xiamen University,"ms, chemical engineering",1998,2001,DataScience,,master,,,None#master#None#None,Engineering
DataScience_106,Xiamen University,"be, chemical engineering",1994,1998,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_107,Capella University,"master’s degree, information technology - enterprise software architecture",2009,2015,DataScience,,master,,,None#master#None#None,Other
DataScience_107,The George Washington University,"graduate certificate, project management",2004,2006,DataScience,,,,,None#None#None#None,Other
DataScience_107,University of Wisconsin-La Crosse,"master’s degree, data science",2016,2021,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_108,University of Oklahoma,"master of science (ms), computer science",2004,2005,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_108,Dartmouth College,"phd student, computer science",2005,2006,DataScience,,,phd,,None#None#None#phd,STEM (Non-Engineering)
DataScience_108,Duke University,"doctor of philosophy (phd), computer science",2006,2012,DataScience,,,phd,,None#None#None#phd,STEM (Non-Engineering)
DataScience_109,Maharaja Surajmal Institute Of Technology msitnewdelhi,"bachelor of technology (btech), information technology",2016,2019,DataScience,bachelor,,,,bachelor#None#None#None,Other
DataScience_109,Illinois Institute of Technology,"master's degree, data science",2022,2023,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_110,University of Michigan,"master's degree, industrial and operations engineering",2004,2007,DataScience,,master,,,None#master#None#None,Engineering
DataScience_110,University of Michigan,"ma, statistics",2006,2009,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_110,University of Michigan,"phd, industrial engineering and mechanical engineering",2004,2010,DataScience,,,phd,,None#None#None#phd,Engineering
DataScience_111,Michigan State University,"master of science (ms), computer science and engineering",1900,1900,DataScience,,master,,,None#master#None#None,Engineering
DataScience_111,"Indian Institute of Technology, Kharagpur","bachelor of technology (btech), computer science",1900,1900,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_112,Bengal College of Engineering and Technology,"bachelor of technology (b.tech.), electronics and commu",2008,2012,DataScience,bachelor,,,,bachelor#None#None#None,Other
DataScience_112,University of Southern California,"master of science (ms), computer science",2014,2015,DataScience,,master,,,None#master#None#None,STEM (Non-Engineering)
DataScience_113,West Virginia University,"doctor of philosophy (ph.d.), engineering",2010,2014,DataScience,,,phd,,None#None#None#phd,Engineering
DataScience_113,West Virginia University,"master of science (msc), petroleum and natural gas engineering",2010,2012,DataScience,,master,,,None#master#None#None,Engineering
DataScience_113,Sharif University of Technology,"bachelor of science (bsc), petroleum engineering",2005,2010,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_114,University at Buffalo,"master's degree, geography",2000,2000,DataScience,,master,,,None#master#None#None,Other
DataScience_114,Clark University,"bachelor's degree, geography",1992,1996,DataScience,bachelor,,,,bachelor#None#None#None,Other
DataScience_115,The Ohio State University,"doctor of philosophy (ph.d.), statistics",2012,2017,DataScience,,,phd,,None#None#None#phd,STEM (Non-Engineering)
DataScience_115,Fudan University,"b.s., mathematics",2012,2012,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_116,University of Delaware,"doctor of philosophy (ph.d.), bioinformatics and systems biology",1900,1900,DataScience,,,phd,,None#None#None#phd,STEM (Non-Engineering)
DataScience_116,Louisiana State University,masters,1900,1900,DataScience,,,,,None#None#None#None,Other
DataScience_117,New York University,"master's degree, computer engineering",2019,2020,DataScience,,master,,,None#master#None#None,Engineering
DataScience_117,Delhi College of Engineering,"bachelor of technology, electronics and communication with specialization in applied physics",2015,2019,DataScience,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
DataScience_117,"Frank Anthony Public School,New Delhi",,2001,2015,DataScience,,,,,None#None#None#None,Other
DataScience_118,Penn State University,"ph.d., computer engineering",2014,2014,DataScience,,,phd,,None#None#None#phd,Engineering
DataScience_118,Dalhousie University,"be, electrical engineering",2004,2004,DataScience,bachelor,,,,bachelor#None#None#None,Engineering
DataScience_119,Dhirubhai Ambani Institute of Information and Communication Technology,"bachelor of technology (b.tech.), ict (information and communication technology)",2006,2010,DataScience,bachelor,,,,bachelor#None#None#None,Other
CTO_0,Carnegie Mellon University,"bachelor of science - bs, electrical and computer engineering",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_0,Carnegie Mellon University,"bachelor of science - bs, computer science",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_1,University of Arkansas,"doctor of philosophy - phd, industrial engineering",2016,2021,CTO,,,phd,,None#None#None#phd,Engineering
CTO_1,The University of Manchester,"bsc, mathematics and management science",1987,1990,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_1,London Business School,"mba, business administration / analytics",1997,1999,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_2,Webster University,"master of business administration (mba), business administration and management, general",2005,2006,CTO,,master,,mba,None#master#mba#None,Business / Economics
CTO_2,Loyola College,,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_2,"Aptech Computer Education, Chennai, India","higher diploma, computer software engineering",1994,1996,CTO,,,,,None#None#None#None,Engineering
CTO_13,Ecole normale supérieure,"visiting student, mathematics",2006,2006,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_13,Princeton University,"phd, computer science",2006,2011,CTO,,,phd,,None#None#None#phd,STEM (Non-Engineering)
CTO_13,Chennai Mathematical Institute,"bsc, mathematics",2003,2006,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_14,University of Alabama at Birmingham,"bsme, mech. engineering",2003,2007,CTO,,,,,None#None#None#None,Engineering
CTO_14,University of Alabama at Birmingham,"doctor of philosophy (phd), civil engineering",2011,2015,CTO,,,phd,,None#None#None#phd,Engineering
CTO_14,University of Alabama at Birmingham,"msme, mech. engineering",2008,2011,CTO,,,,,None#None#None#None,Engineering
CTO_15,Queens College,,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_16,Delhi College of Engineering,"bachelor of engineering, electrical engineering",1994,1998,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_16,"Indian Institute of Management, Calcutta","mba, finance and management of information technology",1998,2000,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_17,"University of Nevada, Reno","ms, computer science",2009,2010,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_17,Boğaziçi University,"bs, computer engineering",2004,2009,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_17,"University of Nevada, Reno","phd, computer science and engineering",2009,2012,CTO,,,phd,,None#None#None#phd,Engineering
CTO_18,"University of California, Berkeley","bs, chemistry",1983,1985,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_18,Stanford University,"phd, physical chemistry",1985,1990,CTO,,,phd,,None#None#None#phd,STEM (Non-Engineering)
CTO_19,"Indian Institute of Technology, Kanpur","bachelor's degree, electrical engineering",2011,2015,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_20,Cornell University,"certificate, executive leadership",2020,2021,CTO,,,,,None#None#None#None,Other
CTO_20,Università degli Studi di Palermo,"doctor of philosophy - phd, machine learning and robotics",1900,1900,CTO,,,phd,,None#None#None#phd,STEM (Non-Engineering)
CTO_21,Harvard Business School,"maximizing your leadership potential (mylpi), organizational leadership",2017,2017,CTO,,,,,None#None#None#None,Other
CTO_21,University of Virginia,masters in data science,2020,2021,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_21,Virginia Tech - Pamplin College of Business,"master of business administration (m.b.a.), finance, general",2002,2004,CTO,,master,,mba,None#master#mba#None,Business / Economics
CTO_22,University of Calgary,"bachelor of science, computer science, applied mathematics, applied physics",1994,2000,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_22,Boston University,"master of science, computer science",2006,2009,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_23,California State Polytechnic University-Pomona,"bachelor of science, electronics and computer engineering",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_24,The University of Chicago Booth School of Business,"mba, finance, strategy",2002,2002,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_24,University of Cincinnati,"ms, electrical engineering",1994,1994,CTO,,master,,,None#master#None#None,Engineering
CTO_24,Andhra University,"be, electrical engineering",1991,1991,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_25,UC Santa Barbara,"master’s degree, electrical and electronics engineering",2015,2017,CTO,,master,,,None#master#None#None,Engineering
CTO_25,KU Leuven,"bachelor’s degree, electrical and electronics engineering",2012,2015,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_26,Ansal Institute of Technology,"advanced diploma, computer science",2008,2010,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_26,North Dakota State University,"bs, computer science",2010,2012,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_26,North Dakota State University,master of business administration - mba,2013,2014,CTO,,master,,mba,None#master#mba#None,Business / Economics
CTO_27,Rensselaer Polytechnic Institute - The Lally School of Management,"bachelors of science, management",1988,1988,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_27,Hudson Valley Community College,"associate in science, liberal arts and sciences",1987,1987,CTO,,,,,None#None#None#None,Other
CTO_27,The Bronx High School of Science,,1980,1984,CTO,,,,,None#None#None#None,Other
CTO_28,University of Madras,"b.e, computer science and engineering",1994,1998,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_29,Orta Doğu Teknik Üniversitesi / Middle East Technical University,,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_29,Northwestern University,"doctor of philosophy - phd, computer science",1900,1900,CTO,,,phd,,None#None#None#phd,STEM (Non-Engineering)
CTO_30,Purdue University,"master of science (ms), mis & statistics",1900,1900,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_30,University of Delaware,"post-grad coursework, computer science",1900,1900,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_30,Georgetown University,"bachelor of science (bs), double major: mis, computer science double minor: government, international business",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Business / Economics
CTO_31,DePaul University College of Law,"jd, certificate in intellectual property law",2003,2006,CTO,,,,,None#None#None#None,Other
CTO_31,DePaul University,"ms, computer science (data analytics, algorithms, bioinformatics)",2004,2006,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_31,The Ohio State University,"ba, psychology, political science",1999,2003,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_32,"Indian Institute of Technology, Delhi",bachelor of technology,1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_32,University of Illinois Chicago,"master of science - ms, chemical engineering",1900,1900,CTO,,master,,,None#master#None#None,Engineering
CTO_32,University of Illinois Chicago,"master of science - ms, computer science",1900,1900,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_33,"University of California, Berkeley","doctor of philosophy (ph.d.), mechanical engineering",1900,1900,CTO,,,phd,,None#None#None#phd,Engineering
CTO_33,"Indian Institute of Technology, Madras",mechanical engineering,1900,1900,CTO,,,,,None#None#None#None,Engineering
CTO_34,New Jersey Institute of Technology,"bs, computer science",1980,1985,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_36,Texas A&M University,,1979,1981,CTO,,,,,None#None#None#None,Other
CTO_37,College of Southern Nevada,"computer science, computer science",2007,2009,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_37,MITx Courses,"micromasters, logistics, materials, and supply chain management",2018,2022,CTO,,,,,None#None#None#None,Other
CTO_37,Bonanza High School,,2001,2005,CTO,,,,,None#None#None#None,Other
CTO_38,Carnegie Mellon University,"ph.d., computer engineering",1990,1994,CTO,,,phd,,None#None#None#phd,Engineering
CTO_38,Carnegie Mellon University,"bachelor's degree, computer engineering",1985,1989,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_38,Rensselaer Polytechnic Institute,"master's degree, computer and systems engineering",1989,1990,CTO,,master,,,None#master#None#None,Engineering
CTO_39,University of Rajasthan,"bachelor of science (b.sc.), science",1992,1995,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_39,Wharton Online,"leadership in the 21st century, organizational leadership",1900,1900,CTO,,,,,None#None#None#None,Other
CTO_39,Savitribai Phule Pune University,"master of computer applications (mca), computer science",1995,1997,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_40,Dickinson College,"bs, computer science and mathematics",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_40,University of Minnesota,"ms, computer science",1900,1900,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_41,The Wharton School,"mba, entrepreneurship",2010,2012,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_41,The Wharton School,,2010,2012,CTO,,,,,None#None#None#None,Other
CTO_41,"Indian Institute of Technology (Banaras Hindu University), Varanasi",bachelor of technology,1992,1996,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_42,Bharathidasan University,"be, computer science engineering",1987,1991,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_42,University of Phoenix,"master of business administration (mba), technology management",1997,1999,CTO,,master,,mba,None#master#mba#None,Business / Economics
CTO_43,Centre for Development of Advanced Computing (C-DAC),"postgraduate degree, computer science; computer science",2005,2005,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_43,Dr. A.P.J. Abdul Kalam Technical University,bachelor of technology (btech),2000,2004,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_44,School # 30,,1979,1989,CTO,,,,,None#None#None#None,Other
CTO_44,Pace University,"bba, management information systems",1992,1994,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_44,New York University - Polytechnic School of Engineering,"ms, information systems engineering",1996,1998,CTO,,master,,,None#master#None#None,Engineering
CTO_45,San Diego State University,"mba, management - international",1900,1900,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_45,San Diego State University,"bs, information technologies - minor: computer science",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_46,Acharya Nagarjuna University,"bachelor of technology - btech, mechanical engineering",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_47,Georgetown University,"master's degree, security studies - technology & security",2018,2020,CTO,,master,,,None#master#None#None,Other
CTO_47,NATO SCHOOL OBERAMMERGAU,"certification, cbrn defense orientation course, international law of cyber operations seminar",2013,2013,CTO,,,,,None#None#None#None,Other
CTO_47,Harvard University,"bachelor's degree, political science and government",2010,2015,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_48,BIT Mesra Student-Industry Relations Cell,bachelor of engineering - btech,1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_49,"Indian Institute of Management, Lucknow","pgdm for working executives, finance & marketing",2005,2008,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_49,Aligarh Muslim University,"b.tech, electronics",1997,2001,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_50,"University of California, Los Angeles",b.a. design,1991,1995,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_51,Indian Institute of Science (IISc),"mtech - systems design, electronics",2006,2008,CTO,,,,,None#None#None#None,Other
CTO_51,Sainik School Bijapur,"cbse xii, science",1995,2002,CTO,,,,,None#None#None#None,Other
CTO_51,National Institute of Technology Surat,"be, electronics",2002,2006,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_52,The University of Texas at Dallas,"bs, physics",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_52,The University of Texas at Dallas,"bs, mathematics",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_53,Rice University,"phd, computer science",1995,2000,CTO,,,phd,,None#None#None#phd,STEM (Non-Engineering)
CTO_53,Rice University,"ms, computer science",1995,1997,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_53,"Indian Institute of Technology, Delhi","b.tech., computer science and engineering",1991,1995,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_54,PSG College of Technology,"b.e.,, computer science",1993,1997,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_54,"Birla Institute of Technology and Science, Pilani","m.s, computer science",1999,1999,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_54,Harvard Business School Executive Education,"leading transformative change, business administration and management, general",2017,2017,CTO,,,,,None#None#None#None,Business / Economics
CTO_57,Università degli Studi di Firenze,"economia e commercio, artificial intelligence",1992,1997,CTO,,,,,None#None#None#None,Business / Economics
CTO_57,Università degli Studi di Firenze,"laurea, economics",1989,1997,CTO,,,,,None#None#None#None,Business / Economics
CTO_58,Stanford University,"m.s., statistics",1900,1900,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_58,Stanford University,"phd, statistics & psychological studies (focus: machine learning)",1900,1900,CTO,,,phd,,None#None#None#phd,STEM (Non-Engineering)
CTO_58,University of Nebraska-Lincoln,"ma, quantitative and qualitative methods",1900,1900,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_59,The Ohio State University,"doctor of philosophy (phd), genetics algorithm, modeling, super computing",1986,1990,CTO,,,phd,,None#None#None#phd,Other
CTO_60,Startup Leadership Program,"fellow, entrepreneurship",2010,2011,CTO,,,,,None#None#None#None,Other
CTO_60,Motilal Nehru National Institute Of Technology,"b.tech, civil engg.",2002,2006,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_60,Boys High School and College,,1989,2000,CTO,,,,,None#None#None#None,Other
CTO_61,Leeds Beckett University,computer science,1900,1900,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_62,University of Illinois System,"doctor of philosophy (ph.d.), computer science, artificial intelligence, software engineering, software architecture",2010,2014,CTO,,,phd,,None#None#None#phd,Engineering
CTO_62,Northwestern University - Kellogg School of Management,"executive scholar program, ""general management"",""technology & operations"",""financial management"",""marketing & sales management""",2004,2010,CTO,,,,,None#None#None#None,Other
CTO_62,Northwestern University,"master of engineering management (mem), engineering management, operations management",2004,2007,CTO,,master,,,None#master#None#None,Engineering
CTO_63,Cardiff University / Prifysgol Caerdydd,"bachelor of science (bsc), economics",2002,2005,CTO,bachelor,,,,bachelor#None#None#None,Business / Economics
CTO_63,Cardiff University / Prifysgol Caerdydd,"mba, masters in business administration",2006,2008,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_64,n.k. public school,,2001,2005,CTO,,,,,None#None#None#None,Other
CTO_65,Vanderbilt University - Owen Graduate School of Management,"mangement leadership program , organizational leadership",2019,2019,CTO,,,,,None#None#None#None,Other
CTO_65,Bangalore University,"bachelor of engineering - be, computer science engineering",1991,1995,CTO,bachelor,,,,bachelor#None#None#None,Engineering
